# overall_metrics
,overall
accuracy,0.6707674772036474
macro_f1_score,0.5499505707788463
macro_recall,0.5714181820828135

# class_specific_metrics
,walk,cycle,pt,drive
precision,0.5946640679109204,0.08945806330919708,0.7844790398444953,0.7559814921346307
recall,0.7054867634500427,0.23193960511033684,0.5920639932638669,0.7561823665070073
f1-score,0.6443714607976718,0.12696954653565384,0.6730202230759533,0.7554410527061065
support,4684.0,861.0,9501.0,11274.0

# confusion_matrix
,walk,cycle,pt,drive
walk,3304.5,298.9,271.2,809.4
cycle,188.9,199.7,226.4,246.0
pt,928.6,1238.9,5625.2,1708.3
drive,1149.5,538.4,1060.9,8525.2

# prob_derivative
,walk,cycle,pt,drive
age,0.00661116428300841,0.029108003743824596,-0.0019866660232482785,-0.03373250294803523
distance,-0.20393268414953794,0.0998195589552115,0.06671627998242835,0.03739684482542385
dur_walking,-0.3168185254711732,-0.2825420820109409,0.1673431292298262,0.4320174778563356
dur_cycling,-0.024432458189063394,0.012769956666353803,0.052039821601562286,-0.04037732021596688
dur_pt_access,-0.0022434152478518973,0.045727314250932516,-0.06567740084049116,0.02219350210921108
dur_pt_inv,-0.03258514998126605,0.07223988271486209,-0.06665542339100851,0.02700069027039033
dur_pt_int_total,0.11985187595685387,0.2950738228398408,-0.1433775614777156,-0.2715481369837536
pt_n_interchanges,-0.07627822321087853,-0.18596035995311141,0.05701177201539263,0.20522681118242814
dur_driving,0.02726150149184383,0.04891072967805442,0.1321970432116746,-0.20836927477748604
cost_transit,0.04162506184600943,-0.043385861722577766,-0.037337772053366185,0.039098571630540896
cost_driving_total,0.1020574276763063,0.2315721846625179,-0.04984100346773915,-0.2837886085398373

# elasticity
,walk,cycle,pt,drive
age,-0.3021870470879599,-0.6766881554909443,0.0031224439292494854,0.25006773196845955
distance,-0.3364668324565921,0.6411419624094856,0.17559721178700058,-0.10720769675516492
dur_walking,-1.9225070632418897,-2.880956209151632,0.3127051389528524,1.2150264954925634
dur_cycling,-0.004899180226974493,0.1648279293825613,0.2589130095757342,-0.18045906209107848
dur_pt_access,0.06664200555366101,0.27355036175766645,-0.5839619729239333,0.17736369281418804
dur_pt_inv,-0.0357310144783896,0.37536408660069964,-0.3920991162864392,0.14503688522888292
dur_pt_int_total,0.09717092923271285,0.2991034643433438,-0.15892732413771524,-0.015354079600446477
pt_n_interchanges,-0.3225364363704506,-0.5761866721513573,0.03258894101825368,0.20812994066516485
dur_driving,0.27306082129553355,0.4924116240240931,0.7582907328085817,-0.7995570130189996
cost_transit,-0.23197970436206805,-0.5385315527323258,-0.0333879812528739,0.14305205805460283
cost_driving_total,0.02506321179355711,-0.12542333352051985,0.19846149610092914,0.00039781649583646336

# market share
,mean
walk,0.19087787270545958
cycle,0.15400769859552382
pt,0.2871625691652298
drive,0.3679512292146683

# value of time of driving
,VOT_drive
VOT_drive,15.106962982927627

# value of time of pt
,VOT_pt
VOT_pt,-1.1821835894478674

