# overall_metrics
,overall
accuracy,0.6952127659574469
macro_f1_score,0.5694698238712257
macro_recall,0.587177890738522

# class_specific_metrics
,walk,pt,cycle,drive
precision,0.6003481288076589,0.7604589176034303,0.11068702290076336,0.782051282051282
recall,0.736336464560205,0.6906641406167772,0.20209059233449478,0.7196203654426113
f1-score,0.6614248729504268,0.7238830667402096,0.14303329223181258,0.7495380635624538
support,4684.0,9501.0,861.0,11274.0

# confusion_matrix
,walk,pt,cycle,drive
walk,3449,375,249,611
pt,790,6562,727,1422
cycle,188,271,174,228
drive,1318,1421,422,8113

# prob_derivative
,walk,pt,cycle,drive
age,-0.0016557183483109882,0.015375847105875813,-0.006889999161648749,-0.00683012936353688
distance,-0.0875751964268794,0.05900136281440535,-0.01206094473137674,0.04063477793965746
dur_walking,-0.07326996774589058,0.023446901175730502,-0.03025634474070577,0.08007941083080693
dur_cycling,0.004836676654052345,0.017651081252519765,-0.014018419143560076,-0.008469338637947063
dur_pt_access,-0.00028987677820237954,-0.024177184395699037,0.005032980262407254,0.01943408078163973
dur_pt_inv,-0.008544369744470912,-0.01201536649212755,0.009228347539521044,0.011331388927595979
dur_pt_int_total,-0.00020393381389734096,-0.011373312486892497,-0.0016220879338776346,0.013199334095671787
pt_n_interchanges,0.0,0.0,0.0,0.0
dur_driving,0.008627885119984711,0.07624403628092032,0.022456813110089336,-0.10732873416467563
cost_transit,0.009211330052433526,-0.004118915142624635,0.007983377632620851,-0.013075792263514935
cost_driving_total,0.004868695067703212,0.03523108603072688,-0.04086496254225912,0.0007651814710591358

# elasticity
,walk,pt,cycle,drive
age,-0.013275786402713947,0.19901611934852123,-0.21096532541708904,0.2574751983585317
distance,-0.04199962802444617,0.14723551051423459,-0.05868482246378556,0.09258161517211792
dur_walking,-0.027645158069580445,0.06751677454915452,-0.16011489111683277,0.2239000197350268
dur_cycling,0.032216621334840226,0.09298135871982208,-0.04199461748224184,0.023771953193205787
dur_pt_access,0.04177770319054272,-0.15187228688749443,0.03767313607785086,0.1723135513407079
dur_pt_inv,0.048808807341791084,-0.07811111528020971,0.05239323621987782,0.13810050070042248
dur_pt_int_total,0.004363596964017932,-0.037999914906175034,-0.004278382906302445,0.05920693005246687
pt_n_interchanges,0.0,0.0,0.0,0.0
dur_driving,0.07521136884584151,0.42536786597415077,0.1238469441289634,-0.2833664069199922
cost_transit,0.04008322616358775,0.06288919165694402,0.03072929826943993,-0.03708777000045392
cost_driving_total,-0.00945621914329852,0.11217669299521393,-0.09883736099905659,0.02392278511921208

# market share
,walk,pt,cycle,drive
market_share,0.21188893914222717,0.30681249499320984,0.16851502656936646,0.31278228759765625

# value of time of driving
,VOT_drive
VOT_drive,31.727028408719132

# value of time of pt
,VOT_pt
VOT_pt,-125.58747351884303

