# overall_metrics
,overall
accuracy,0.7033814589665653
macro_f1_score,0.563612681153389
macro_recall,0.5719676670137844

# class_specific_metrics
,walk,cycle,pt,drive
precision,0.6051001821493625,0.7724550898203593,0.10433244916003537,0.7599861062869052
recall,0.7092228864218617,0.6652983896431954,0.13704994192799072,0.7762994500620898
f1-score,0.6530371535286024,0.7148835105179824,0.11847389558232932,0.7680561649846424
support,4684.0,9501.0,861.0,11274.0

# confusion_matrix
,walk,cycle,pt,drive
walk,3322,336,200,826
cycle,853,6321,652,1675
pt,196,284,118,263
drive,1119,1242,161,8752

# prob_derivative
,walk,cycle,pt,drive
age,-0.0006476589465797797,0.007864090016312171,0.004543325977019864,-0.011759756846207517
distance,-0.07684887271878332,0.052542655419532756,-0.01501587234785658,0.03932208992182627
dur_walking,-0.08146851259158394,0.01594511592427401,-0.02259850253278175,0.08812189938918702
dur_cycling,-0.005537677937952853,0.027673671876904386,-0.014841644194874114,-0.007294349519220068
dur_pt_access,-0.0010684910073354252,-0.025196049804492016,0.004139698991744884,0.02212484194591623
dur_pt_inv,-0.011929138711266878,-0.011235571479837527,0.01567986671333823,0.007484843720475672
dur_pt_int_total,0.013733779212270671,-0.026368726847188637,0.047411903441473474,-0.034776955579201456
pt_n_interchanges,4.057396960686779e-08,-4.776898915893582e-07,4.395905193978196e-08,3.931574312202904e-07
dur_driving,0.0023932896724599725,0.08216353492951546,0.007475509786955911,-0.09203233368706484
cost_transit,0.03376219617962914,-0.008849349904206792,0.05944141782216777,-0.08435426365513295
cost_driving_total,0.05537189855820067,-0.022591810002336645,0.13687153536555574,-0.16965162360733513

# elasticity
,walk,cycle,pt,drive
age,-0.062235180648924374,0.11447996528221356,-0.1572907040201153,0.23860130369881302
distance,-0.06175877967450826,0.13692705789147,-0.053684201870241095,0.07376821612456119
dur_walking,-0.06945378124319487,0.04150245101423351,-0.12455801466287277,0.21837175952520657
dur_cycling,0.0003685836191397463,0.11986521206180563,-0.05176429966847332,0.023437774410783964
dur_pt_access,0.021369879887823493,-0.16131924629076738,-0.0022791894658438336,0.17919869653415385
dur_pt_inv,0.04002021800197514,-0.07406690325969952,0.061966247124787745,0.1173258866112071
dur_pt_int_total,0.0025609193292125895,-0.04066711849379007,0.021143614860920965,0.04075185298586012
pt_n_interchanges,2.6041646059512216e-06,-5.769672047917052e-06,2.604146047220291e-06,2.604166746114685e-06
dur_driving,0.06761947839958293,0.4725522429647311,0.07623333509494927,-0.23833106834471315
cost_transit,0.11327551761917053,0.09764657469262406,0.21105731047559367,-0.10931321428358998
cost_driving_total,0.08385701598495274,0.0678145561677072,0.18531060291942691,-0.03474380040216815

# market share
,mean
walk,0.2032240331172943
cycle,0.2920805513858795
pt,0.15592680871486664
drive,0.34876900911331177

# value of time of driving
,VOT_drive
VOT_drive,8.835105852289638

# value of time of pt
,VOT_pt
VOT_pt,-8.968076000066473

